vulnerability_id,cvss_base_score,cvss_exploitability_score,cvss_impact_score,rf_prediction,rf_confidence,nn_prediction,nn_confidence,model_agreement,has_exploit,age_days,affected_products_count,base_risk_score,ml_enhanced_score,temporal_adjustment,exploit_adjustment,confidence_weight,final_risk_score,risk_level,remediation_priority,primary_factors,contributing_features,explanation_text,timestamp,priority_rank
SCAN-8970,7.835402292648187,3.5,4.7012413755889115,1,1.0,1,0.9487337470054626,True,True,30,1,73.3767384693081,100.0,1.2,1.625,0.9974366873502731,91.77716339873731,Critical,Immediate (0-24 hours),"['CVSS: 7.8', 'Exploitability: 3.5', 'Impact: 4.7', 'Exploit Available', 'Recent (30d)']",{},"Risk Level: Critical (91.8/100) | Key Factors: High CVSS score (7.8), Public exploit available, High exploitability (3.5), Recent disclosure (30 days) | Both ML models agree: Medium risk (Conf: 97%) | Action: Immediate (0-24 hours)",2025-11-16T22:53:12.142263,1
SCAN-1795,7.859860323558902,3.5,4.715916194135341,1,1.0,1,0.9385459423065186,True,True,30,1,73.52042940090854,100.0,1.2,1.625,0.996927297115326,91.77326768769458,Critical,Immediate (0-24 hours),"['CVSS: 7.9', 'Exploitability: 3.5', 'Impact: 4.7', 'Exploit Available', 'Recent (30d)']",{},"Risk Level: Critical (91.8/100) | Key Factors: High CVSS score (7.9), Public exploit available, High exploitability (3.5), Recent disclosure (30 days) | Both ML models agree: Medium risk (Conf: 97%) | Action: Immediate (0-24 hours)",2025-11-16T22:53:12.142105,2
SCAN-1795,7.784394310308198,3.5,4.670636586184918,1,1.0,1,0.9638516306877136,True,True,30,1,73.07706657306066,100.0,1.2,1.625,0.9981925815343857,91.75697642746408,Critical,Immediate (0-24 hours),"['CVSS: 7.8', 'Exploitability: 3.5', 'Impact: 4.7', 'Exploit Available', 'Recent (30d)']",{},"Risk Level: Critical (91.8/100) | Key Factors: High CVSS score (7.8), Public exploit available, High exploitability (3.5), Recent disclosure (30 days) | Both ML models agree: Medium risk (Conf: 98%) | Action: Immediate (0-24 hours)",2025-11-16T22:53:12.142090,3
SCAN-9558,7.8830848840023435,3.5,4.729850930401406,1,1.0,1,0.9252458214759827,True,True,30,1,73.65687369351377,100.0,1.2,1.625,0.9962622910737992,91.75283009693598,Critical,Immediate (0-24 hours),"['CVSS: 7.9', 'Exploitability: 3.5', 'Impact: 4.7', 'Exploit Available', 'Recent (30d)']",{},"Risk Level: Critical (91.8/100) | Key Factors: High CVSS score (7.9), Public exploit available, High exploitability (3.5), Recent disclosure (30 days) | Both ML models agree: Medium risk (Conf: 96%) | Action: Immediate (0-24 hours)",2025-11-16T22:53:12.143356,4
SCAN-9659,7.769499978070187,3.5,4.6616999868421125,1,1.0,1,0.9677237868309021,True,True,30,1,72.98956237116234,100.0,1.2,1.625,0.9983861893415451,91.7485645651437,Critical,Immediate (0-24 hours),"['CVSS: 7.8', 'Exploitability: 3.5', 'Impact: 4.7', 'Exploit Available', 'Recent (30d)']",{},"Risk Level: Critical (91.7/100) | Key Factors: High CVSS score (7.8), Public exploit available, High exploitability (3.5), Recent disclosure (30 days) | Both ML models agree: Medium risk (Conf: 98%) | Action: Immediate (0-24 hours)",2025-11-16T22:53:12.143735,5
SCAN-1795,7.894355050408621,3.5,4.736613030245173,1,1.0,1,0.9174018502235413,True,True,30,1,73.72308592115064,100.0,1.2,1.625,0.9958700925111771,91.73649139473413,Critical,Immediate (0-24 hours),"['CVSS: 7.9', 'Exploitability: 3.5', 'Impact: 4.7', 'Exploit Available', 'Recent (30d)']",{},"Risk Level: Critical (91.7/100) | Key Factors: High CVSS score (7.9), Public exploit available, High exploitability (3.5), Recent disclosure (30 days) | Both ML models agree: Medium risk (Conf: 96%) | Action: Immediate (0-24 hours)",2025-11-16T22:53:12.142167,6
SCAN-9558,7.894724812053781,3.5,4.736834887232268,1,1.0,1,0.9171255230903625,True,True,30,1,73.72525827081596,100.0,1.2,1.625,0.9958562761545182,91.73586767884773,Critical,Immediate (0-24 hours),"['CVSS: 7.9', 'Exploitability: 3.5', 'Impact: 4.7', 'Exploit Available', 'Recent (30d)']",{},"Risk Level: Critical (91.7/100) | Key Factors: High CVSS score (7.9), Public exploit available, High exploitability (3.5), Recent disclosure (30 days) | Both ML models agree: Medium risk (Conf: 96%) | Action: Immediate (0-24 hours)",2025-11-16T22:53:12.140771,7
SCAN-9659,7.746290805831639,3.5,4.647774483498983,1,1.0,1,0.9729673266410828,True,True,30,1,72.85320848426088,100.0,1.2,1.625,0.9986483663320542,91.7318069337005,Critical,Immediate (0-24 hours),"['CVSS: 7.7', 'Exploitability: 3.5', 'Impact: 4.6', 'Exploit Available', 'Recent (30d)']",{},"Risk Level: Critical (91.7/100) | Key Factors: High CVSS score (7.7), Public exploit available, High exploitability (3.5), Recent disclosure (30 days) | Both ML models agree: Medium risk (Conf: 99%) | Action: Immediate (0-24 hours)",2025-11-16T22:53:12.142363,8
SCAN-1795,7.7439693954346795,3.5,4.6463816372608076,1,1.0,1,0.9734435677528381,True,True,30,1,72.83957019817873,100.0,1.2,1.625,0.998672178387642,91.72990815992536,Critical,Immediate (0-24 hours),"['CVSS: 7.7', 'Exploitability: 3.5', 'Impact: 4.6', 'Exploit Available', 'Recent (30d)']",{},"Risk Level: Critical (91.7/100) | Key Factors: High CVSS score (7.7), Public exploit available, High exploitability (3.5), Recent disclosure (30 days) | Both ML models agree: Medium risk (Conf: 99%) | Action: Immediate (0-24 hours)",2025-11-16T22:53:12.143557,9
SCAN-1795,7.742817870815858,3.5,4.6456907224895145,1,1.0,1,0.9736766815185547,True,True,30,1,72.83280499104316,100.0,1.2,1.625,0.9986838340759278,91.72895186580276,Critical,Immediate (0-24 hours),"['CVSS: 7.7', 'Exploitability: 3.5', 'Impact: 4.6', 'Exploit Available', 'Recent (30d)']",{},"Risk Level: Critical (91.7/100) | Key Factors: High CVSS score (7.7), Public exploit available, High exploitability (3.5), Recent disclosure (30 days) | Both ML models agree: Medium risk (Conf: 99%) | Action: Immediate (0-24 hours)",2025-11-16T22:53:12.143525,10
